Date,BIL,BND,BTC-USD,CWB,DBC,EEM,EMB,GLD,HYG,IGLB,IGSB,IWM,MTUM,PFF,QQQ,QUAL,SHY,SIZE,SPY,TIP,TLT,USMV,VLUE,VNQ,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2010-11-08,85.36406707763672,58.86746597290039,,23.82590103149414,25.57390594482422,37.19776153564453,64.00453186035156,137.77999877929688,46.07479095458984,32.526275634765625,41.96754455566406,61.84305953979492,,19.80256462097168,47.81772232055664,,75.48210906982422,,96.60169219970705,82.81986236572266,71.82685089111328,,,34.897464752197266,28.018455505371094,,40.98391342163086,9.9435396194458,26.06730079650879,20.88711738586425,20.77639961242676,,20.57647705078125,25.36334228515625,30.90751075744629
2010-11-09,85.36406707763672,58.56826019287109,,23.94344520568848,25.400066375732425,36.72787857055664,63.43301773071289,135.58999633789062,45.94392776489258,32.32821273803711,41.93157577514648,61.02082824707031,,19.827560424804688,47.55967712402344,,75.38370513916016,,95.90770721435548,82.07062530517578,70.2431411743164,,,33.48271179199219,27.525968551635746,,40.90522766113281,9.7570161819458,25.83238410949707,20.828901290893555,20.66915512084961,,20.50545883178711,25.25823211669922,30.6276798248291
2010-11-10,85.36406707763672,58.5468864440918,,23.972829818725582,25.670486450195312,36.99748229980469,63.35377502441406,137.24000549316406,45.56633758544922,31.82401657104492,41.97554016113281,61.7004280090332,,19.842554092407227,47.79991912841797,,75.42845916748047,,96.29413604736328,82.27091217041016,70.3380355834961,,,33.89918899536133,27.66447257995605,,41.42982864379883,9.866358757019045,25.82455825805664,20.84553909301757,20.60481071472168,,20.41506767272949,25.250144958496094,30.89901733398437
2010-11-11,85.34539794921875,58.56826019287109,,23.9258041381836,25.45801544189453,36.635440826416016,63.22362518310547,137.66000366210938,45.38509368896485,31.82401657104492,41.94357681274414,61.45711517333984,,19.822547912597656,47.49740219116211,,75.3121566772461,,95.93134307861328,82.27835845947266,70.30155181884766,,,33.62971496582031,27.949201583862305,,41.88883209228516,9.76988124847412,25.67578125,20.52956771850586,20.62625503540039,,20.402156829833984,25.32290840148925,30.85663414001465
2010-11-12,85.38265991210938,58.30470657348633,,23.79062843322754,24.395652770996094,35.749603271484375,62.71430587768555,133.69000244140625,45.21895217895508,31.78799629211425,41.84762573242188,60.433536529541016,,19.782560348510746,46.72325897216797,,75.3121566772461,,94.79571533203124,81.60327911376953,69.92202758789062,,,33.317352294921875,27.325891494750977,,41.27243423461914,9.609085083007812,25.37822723388672,20.2385482788086,20.526172637939453,,20.23429107666016,25.0075912475586,30.534412384033203
2010-11-15,85.38265991210938,58.02683639526367,,23.7142276763916,24.43428421020508,35.73419952392578,62.14837646484375,132.4199981689453,45.13336944580078,31.277812957763672,41.81166458129883,60.44192123413086,,19.782560348510746,46.54531097412109,,75.26741027832031,,94.66162872314452,80.57966613769531,68.46247100830078,,,32.998870849609375,27.11042022705078,,41.062599182128906,9.654109954833984,25.45652961730957,20.18034172058105,20.533313751220703,,20.305307388305664,25.015668869018555,30.47504425048828
2010-11-16,85.38265991210938,58.21918487548828,,23.590818405151367,23.70994758605957,34.7944221496582,61.72394561767578,130.97000122070312,44.63496398925781,31.763975143432617,41.81166458129883,59.2673225402832,,19.65257835388184,45.780086517333984,,75.30317687988281,,93.18685913085938,80.72801208496094,70.16290283203125,,,31.865854263305664,26.52557373046875,,40.29539108276367,9.493315696716309,25.04934501647949,19.814483642578125,20.304536819458008,,20.066421508789062,24.65183448791504,30.05956077575684
2010-11-17,85.38265991210938,58.23344039916992,,23.53790664672852,23.52644920349121,34.97160339355469,62.14273834228516,130.3800048828125,44.86150360107422,31.69196128845215,41.81166458129883,59.42674255371094,,19.637575149536133,45.913551330566406,,75.34793090820312,,93.23419189453124,80.74282836914062,69.77606964111328,,,32.11082458496094,26.517879486083984,,40.45932769775391,9.429001808166504,25.06500816345215,19.822797775268555,20.31168365478516,,20.05997085571289,24.69225311279297,30.322418212890625
2010-11-18,85.36406707763672,58.23344039916992,,23.637819290161133,24.16386604309082,35.80352783203125,62.36912536621094,132.08999633789062,45.43038558959961,31.75200462341309,41.919578552246094,60.58454132080078,,19.732566833496094,46.652076721191406,,75.35684967041016,,94.60641479492188,80.87638092041016,70.06072235107422,,,32.398685455322266,27.018070220947266,,41.35113906860352,9.557634353637695,25.5739803314209,20.155397415161133,20.58336639404297,,20.176183700561523,25.039928436279297,30.585289001464844
2010-11-19,85.36406707763672,58.247703552246094,,23.72597312927246,23.8161849975586,35.826629638671875,62.00123596191406,132.1999969482422,45.4152717590332,31.842016220092773,41.86760711669922,60.7859001159668,,19.74755477905273,46.68767547607422,,75.3121566772461,,94.86669921875,81.1063461303711,70.49129486083984,,,32.57016372680664,27.233539581298828,,41.69868087768555,9.557634353637695,25.65228271484375,20.213605880737305,20.59764862060547,,20.09869956970215,25.064184188842773,30.729433059692383
